Transaction Date,Transaction Type,Transaction Number,Transaction State,Details,Seller SKU,Jumia SKU,Amount,Statement Start Date,Statement End Date,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Tracking Number,Comment,Local Exchange rate,Country Code,Statement Number
2025-07-28 12:32:20,Outbound Fee,T2507281232208-VKNEI,APPROVED,Modern USB LED Acrylic Message Board With Stand,KE-LEDAMB-00001,GE840SN5HTGI0NAFAMZ-444598834,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,345649327,29230635,DELIVERED,,JE-CGT-345649327-6307,  ,134.00,KE,PS250728KE141JJ
2025-07-28 12:32:20,Item Price Credit,T2507281232207-UNOG8,APPROVED,Modern USB LED Acrylic Message Board With Stand,KE-LEDAMB-00001,GE840SN5HTGI0NAFAMZ-444598834,2000.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,345649327,29230635,DELIVERED,,JE-CGT-345649327-6307,  ,134.00,KE,PS250728KE141JJ
2025-07-28 11:40:40,Commission,T2507281140403-TJXK1,APPROVED,Fully Automatic Multimeter,KE-FAM-00004,GE840IP50FFX2NAFAMZ-441914529,-425.07,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,358156467,29302269,DELIVERED,KE-Adams-Fleet,JE-NAI-358156467-8014,  ,134.00,KE,PS250728KE141JJ
2025-07-28 11:52:40,Outbound Fee,T2507281152407-1IWFE,APPROVED,Adjustable Speed Pneumatic Automatic Door Closer,Ke-ADC-000017,GE840IP6AIF88NAFAMZ-444530267,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,355156467,29302273,DELIVERED,,JE-NIF-355156467-3810,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:05:25,Item Price Credit,T2507281305258-OOGFQ,APPROVED,High-Precision Medical Pulse Oximeter,KE-MPO-00005,GE840SE5H3SKMNAFAMZ-441919859,1500.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,342547327,29247243,DELIVERED,,JE-CWS-342547327-7734,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:05:25,Outbound Fee,T2507281305259-QRVM4,APPROVED,High-Precision Medical Pulse Oximeter,KE-MPO-00005,GE840SE5H3SKMNAFAMZ-441919859,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,342547327,29247243,DELIVERED,,JE-CWS-342547327-7734,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:05:25,Commission,T2507281305257-JONSK,APPROVED,High-Precision Medical Pulse Oximeter,KE-MPO-00005,GE840SE5H3SKMNAFAMZ-441919859,-300.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,342547327,29247243,DELIVERED,,JE-CWS-342547327-7734,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:10:03,Item Price Credit,T2507281310032-OFXVH,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,2705.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312762467,29290118,DELIVERED,,JE-NFY-312762467-0266,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:10:03,Outbound Fee,T2507281310033-UTQRS,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312762467,29290118,DELIVERED,,JE-NFY-312762467-0266,  ,134.00,KE,PS250728KE141JJ
2025-07-28 13:10:03,Commission,T2507281310031-DOCDL,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,-459.93,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,312762467,29290118,DELIVERED,,JE-NFY-312762467-0266,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:03:06,Outbound Fee,T2507281403064-HQRSU,APPROVED,14-in-1 Sink Wrench,KE-SW-00020,GE840IP5YLR4ONAFAMZ-444530265,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,398483327,29275165,DELIVERED,,JE-CRS-398483327-4023,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:03:06,Item Price Credit,T2507281403064-GBIKE,APPROVED,14-in-1 Sink Wrench,KE-SW-00020,GE840IP5YLR4ONAFAMZ-444530265,1400.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,398483327,29275165,DELIVERED,,JE-CRS-398483327-4023,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:03:06,Commission,T2507281403063-KQCJR,APPROVED,14-in-1 Sink Wrench,KE-SW-00020,GE840IP5YLR4ONAFAMZ-444530265,-238.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,398483327,29275165,DELIVERED,,JE-CRS-398483327-4023,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:24:16,Commission,T2507281424162-YDJIT,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-399.59,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,353536467,29303885,DELIVERED,,JE-NAX-353536467-8032,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:24:16,Item Price Credit,T2507281424163-PRSON,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,1997.94,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,353536467,29303885,DELIVERED,,JE-NAX-353536467-8032,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:24:16,Outbound Fee,T2507281424163-BX1YG,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,353536467,29303885,DELIVERED,,JE-NAX-353536467-8032,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:34:24,Item Price Credit,T2507281434240-YEFMX,APPROVED,Visual Ear Scoop Cordless Cleaning Endoscope HD Ear Pickers,KE-EP-00007,GE840ST5A2VMUNAFAMZ-441920970,1496.78,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336529467,29305595,DELIVERED,,JG-NHX-336529467-2367,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:34:24,Commission,T2507281434240-9UUZ8,APPROVED,Visual Ear Scoop Cordless Cleaning Endoscope HD Ear Pickers,KE-EP-00007,GE840ST5A2VMUNAFAMZ-441920970,-299.36,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336529467,29305595,DELIVERED,,JG-NHX-336529467-2367,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:36:48,Item Price Credit,T2507281436480-M6X3U,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,2074.32,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,377834467,29287229,DELIVERED,,JE-NGU-377834467-4881,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:36:48,Commission,T2507281436480-OTOEK,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,-414.86,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,377834467,29287229,DELIVERED,,JE-NGU-377834467-4881,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:36:48,Outbound Fee,T2507281436481-2EXIS,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,377834467,29287229,DELIVERED,,JE-NGU-377834467-4881,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:34:24,Outbound Fee,T2507281434241-DUX6P,APPROVED,Visual Ear Scoop Cordless Cleaning Endoscope HD Ear Pickers,KE-EP-00007,GE840ST5A2VMUNAFAMZ-441920970,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,336529467,29305595,DELIVERED,,JG-NHX-336529467-2367,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:39:23,Item Price Credit,T2507281439232-RV5FM,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,2705.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,372923327,29272656,DELIVERED,,JE-NDU-372923327-3663,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:39:23,Commission,T2507281439232-2MFHO,APPROVED,Water Pipes Plumbing Repair,YC-ZPM-shuiguangongsiqi,GE840IP56W82ONAFAMZ-462048963,-459.93,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,372923327,29272656,DELIVERED,,JE-NDU-372923327-3663,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:57:37,Item Price Credit,T2507281457377-38VCX,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,1243.52,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325498327,29241281,DELIVERED,,JE-FIP-325498327-1726,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:57:37,Commission,T2507281457376-HNVET,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,-248.70,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325498327,29241281,DELIVERED,,JE-FIP-325498327-1726,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:02:24,Commission,T2507281502247-R9HWI,APPROVED,Lucky four-leaf clover necklace for women light luxury niche  personality versatile clavicle chain a multi-wear love pendant,YC-ZYH-siyecaoxiangliang,FA113FC63FB7JNAFAMZ-455949222,-340.09,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,335194467,29283040,DELIVERED,,JE-SFA-335194467-9627,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:02:24,Outbound Fee,T2507281502249-UVFMJ,APPROVED,Lucky four-leaf clover necklace for women light luxury niche  personality versatile clavicle chain a multi-wear love pendant,YC-ZYH-siyecaoxiangliang,FA113FC63FB7JNAFAMZ-455949222,-26.80,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,335194467,29283040,DELIVERED,,JE-SFA-335194467-9627,  ,134.00,KE,PS250728KE141JJ
2025-07-28 14:57:37,Outbound Fee,T2507281457378-8YSQB,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325498327,29241281,DELIVERED,,JE-FIP-325498327-1726,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:02:24,Item Price Credit,T2507281502248-PJSFH,APPROVED,Lucky four-leaf clover necklace for women light luxury niche  personality versatile clavicle chain a multi-wear love pendant,YC-ZYH-siyecaoxiangliang,FA113FC63FB7JNAFAMZ-455949222,1700.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,335194467,29283040,DELIVERED,,JE-SFA-335194467-9627,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:25,Commission,T2507281510255-2HXPU,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-400.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,339793327,29274787,DELIVERED,,JE-CKT-339793327-7392,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:16,Commission,T2507281510168-2CYNI,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,-248.70,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,349542467,29288347,DELIVERED,,JE-CHT-349542467-6908,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:16,Outbound Fee,T2507281510169-JK93P,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,349542467,29288347,DELIVERED,,JE-CHT-349542467-6908,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:25,Item Price Credit,T2507281510255-R5BGK,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,2000.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,339793327,29274787,DELIVERED,,JE-CKT-339793327-7392,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:25,Outbound Fee,T2507281510256-OMGF9,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,339793327,29274787,DELIVERED,,JE-CKT-339793327-7392,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:10:16,Item Price Credit,T2507281510169-IXHDR,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,1243.52,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,349542467,29288347,DELIVERED,,JE-CHT-349542467-6908,  ,134.00,KE,PS250728KE141JJ
2025-07-28 16:00:20,Item Price Credit,T2507281600204-FA3CW,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,2500.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325975327,29259757,DELIVERED,KE-3PL-KimCindy Kilifi-Station,JE-CCT-325975327-8617,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:56:45,Item Price Credit,T2507281556454-RLRVY,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,1243.52,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,356723327,29272879,DELIVERED,,JE-CZS-356723327-9837,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:56:45,Commission,T2507281556454-WSQGX,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,-248.70,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,356723327,29272879,DELIVERED,,JE-CZS-356723327-9837,  ,134.00,KE,PS250728KE141JJ
2025-07-28 15:56:45,Outbound Fee,T2507281556455-XNJOA,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,356723327,29272879,DELIVERED,,JE-CZS-356723327-9837,  ,134.00,KE,PS250728KE141JJ
2025-07-28 16:00:20,Commission,T2507281600203-H2MHZ,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-375.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325975327,29259757,DELIVERED,KE-3PL-KimCindy Kilifi-Station,JE-CCT-325975327-8617,  ,134.00,KE,PS250728KE141JJ
2025-07-28 16:00:20,Outbound Fee,T2507281600204-NTD4S,APPROVED,Elegant Double-Layer Heart Pendant Pearl Necklace,YC-ZYH-aixindiaozhui,FA113TG6IWBYQNAFAMZ-463735361,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,325975327,29259757,DELIVERED,KE-3PL-KimCindy Kilifi-Station,JE-CCT-325975327-8617,  ,134.00,KE,PS250728KE141JJ
2025-07-28 21:16:20,Commission Credit,T2507282116207-NWD9L,APPROVED,Dual 6.5in Portable Speaker,KE-Portable Speaker-1,GE840EA533S5QNAFAMZ-447335411,1020.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,324836327,29229879,RETURNED,,JE-RAA-324836327-2344,  ,134.00,KE,PS250728KE141JJ
2025-07-28 21:16:20,Outbound Fee Credit,T2507282116208-O30RK,APPROVED,Dual 6.5in Portable Speaker,KE-Portable Speaker-1,GE840EA533S5QNAFAMZ-447335411,53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,324836327,29229879,RETURNED,,JE-RAA-324836327-2344,  ,134.00,KE,PS250728KE141JJ
2025-07-28 21:16:20,Item Price,T2507282116207-P6U4O,APPROVED,Dual 6.5in Portable Speaker,KE-Portable Speaker-1,GE840EA533S5QNAFAMZ-447335411,-6000.00,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,324836327,29229879,RETURNED,,JE-RAA-324836327-2344,  ,134.00,KE,PS250728KE141JJ
2025-07-28 21:29:12,Storage Fee,T2507282129122-W9S4P,APPROVED,Cartoon Apron Oil-proof Waterproof Sleeveless 2PCS,KE-CA-000021,GE840MW64K36GNAFAMZ-444530266,-7.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:167, Quantity : 11 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:29:20,Storage Fee,T2507282129203-OZZ68,APPROVED,High-Precision Medical Pulse Oximeter,KE-MPO-00005,GE840SE5H3SKMNAFAMZ-441919859,-234.74,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 346 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:39:50,Storage Fee,T2507282139505-NO8IY,APPROVED,14-in-1 Sink Wrench,KE-SW-00020,GE840IP5YLR4ONAFAMZ-444530265,-97.70,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:167, Quantity : 144 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:39:29,Storage Fee,T2507282139291-7G1OO,APPROVED,Multi-function Medical Stone Grill Pan Non-stick Pan,KE-SGP-00001,GE840HA4ZD0QWNAFAMZ-444598821,-3.39,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:166, Quantity : 5 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:39:56,Storage Fee,T2507282139560-CX27H,APPROVED,Guitar Chord Assisted Learning Tools,KE-Guitar Learning Chord-000022,GE840MI6774YCNAFAMZ-446407030,-54.28,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:154, Quantity : 80 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:55:57,Storage Fee,T2507282155575-FAJPZ,APPROVED,Fully Automatic Multimeter,KE-FAM-00004,GE840IP50FFX2NAFAMZ-441914529,-50.88,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 75 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:59:54,Storage Fee,T2507282159540-VI7OP,APPROVED,Super Bright Rechargeable High Power Headlamp,Ke-Headlamp-000016,GE840LB5ASEXKNAFAMZ-444530261,-0.68,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:167, Quantity : 1 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:59:20,Storage Fee,T2507282159201-WDF4A,APPROVED,24 Pairs Of Earrings Combination Set ,KE-24 Earrings-1,GE840FC63TS4UNAFAMZ-447547267,-12.89,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:147, Quantity : 19 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:07:37,Storage Fee,T2507282207371-UPPLN,APPROVED,Adjustable Speed Pneumatic Automatic Door Closer,Ke-ADC-000017,GE840IP6AIF88NAFAMZ-444530267,-18.32,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:167, Quantity : 27 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:20:17,Storage Fee,T2507282220171-UIGCM,APPROVED,Headlamp COB LED Head Lamp Flashlight USB Rechargeable Head Torch 5 Lighting Modes Head Light With Built-in Battery,KE-Headlamp-1,GE840LB5XVG32NAFAMZ-447547266,-12.89,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:147, Quantity : 19 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:29:26,Storage Fee,T2507282229264-ZYH58,APPROVED,Waterproof Women's Crossbody Bag,KE-WCB-00001,GE840FC5ZXWB4NAFAMZ-444815850,-95.88,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:164, Quantity : 53 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:29:24,Storage Fee,T2507282229245-IF683,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-10.85,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 6 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:31:17,Storage Fee,T2507282231172-TFZSX,APPROVED,Rearview Mirror Auxiliary Mirror,KE-RMAM-00001,GE840VP5T4OZSNAFAMZ-444598826,-20.35,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:166, Quantity : 30 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:29:29,Storage Fee,T2507282129296-2RPFA,APPROVED,Visual Ear Scoop Cordless Cleaning Endoscope HD Ear Pickers,KE-EP-00007,GE840ST5A2VMUNAFAMZ-441920970,-68.52,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 101 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:29:28,Storage Fee,T2507282129281-AKQHK,APPROVED,5pcs 3 Colors Eyebrow Pen,KE-5PCSEYEB-00003,GE840ST56Z7KMNAFAMZ-441914584,-42.06,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 62 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:39:29,Storage Fee,T2507282239296-FCD3U,APPROVED,Bath Towel,KE-Bath Towel-000022,GE840BN5VAGUSNAFAMZ-446407028,-52.24,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:154, Quantity : 77 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:40:40,Storage Fee,T2507282240401-HGQN3,APPROVED,Dual 6.5in Portable Speaker,KE-Portable Speaker-1,GE840EA533S5QNAFAMZ-447335411,-29.85,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:150, Quantity : 44 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:39:55,Storage Fee,T2507282139550-PYSWF,APPROVED,"Microphone With V8 Sound Card BM800 Kit, Condenser Suppor",KE-V8-00001,GE840MI5E8UVCNAFAMZ-444598885,-10.85,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:166, Quantity : 6 units ",134.00,KE,PS250728KE141JJ
2025-07-28 21:55:58,Storage Fee,T2507282155580-U3N3V,APPROVED,Shark Fin Solar Warning Light For Car,KE-WL-00006,GE840IP53J3ZANAFAMZ-441920891,-63.10,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 93 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:00:31,Storage Fee,T2507282200319-PTH57,APPROVED,Modern USB LED Acrylic Message Board With Stand,KE-LEDAMB-00001,GE840SN5HTGI0NAFAMZ-444598834,-1.36,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:166, Quantity : 2 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:06:49,Storage Fee,T2507282206491-ILZD8,APPROVED,Shoulder Crossbody Bag,Ke-SCB-00010,GE840FC52WY7UNAFAMZ-442209896,-112.16,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:195, Quantity : 62 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:07:10,Storage Fee,T2507282207109-DAV9V,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,-1.81,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:1, Sku Age:196, Quantity : 1 units ",134.00,KE,PS250728KE141JJ
2025-07-28 22:07:11,Storage Fee,T2507282207110-7SYWT,APPROVED,Arabic Metal Art Wall Sticker,KE-MSLQS-00001,GE840FD6M388INAFAMZ-441898746,-497.48,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,,,,,," Vendor Age:343, Age Factor:2, Sku Age:196, Quantity : 275 units ",134.00,KE,PS250728KE141JJ
2025-07-30 05:53:32,Commission,T2507300553327-WKRTD,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-414.86,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,385362467,29290498,DELIVERED,,JE-GCB-385362467-5223,  ,134.00,KE,PS250728KE141JJ
2025-07-30 05:53:32,Outbound Fee,T2507300553328-Q56RY,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,-107.20,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,385362467,29290498,DELIVERED,,JE-GCB-385362467-5223,  ,134.00,KE,PS250728KE141JJ
2025-07-30 05:53:32,Item Price Credit,T2507300553327-KP9UP,APPROVED,Anti-theft Multi-purpose Large Capacity Oxford Cloth Lightweight Shoulder Bag,KE-WMBAG-00002,GE840FC5SETCMNAFAMZ-441914427,2074.32,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,385362467,29290498,DELIVERED,,JE-GCB-385362467-5223,  ,134.00,KE,PS250728KE141JJ
2025-07-30 06:43:13,Outbound Fee,T2507300643137-CGJCQ,APPROVED,Travel Car Window Front Retractable Sunshade Auto Windshield Sunshade,YC-FY-qichefangshaizhao,FA113CA5EZXW7NAFAMZ-458088254,-53.60,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,323492467,29290575,DELIVERED,,JE-MHV-323492467-9645,  ,134.00,KE,PS250728KE141JJ
2025-07-30 06:43:13,Item Price Credit,T2507300643137-DAN7T,APPROVED,Travel Car Window Front Retractable Sunshade Auto Windshield Sunshade,YC-FY-qichefangshaizhao,FA113CA5EZXW7NAFAMZ-458088254,3509.46,2025-07-27 21:00:00,2025-08-03 20:59:59,UNPAID,323492467,29290575,DELIVERED,,JE-MHV-323492467-9645,  ,134.00,KE,PS250728KE141JJ
